Catalogue Identifier,City,Year,Duration,Type,Institution,Catalogue Price,Monday Open,Monday Time,Monday Lowest Price,Monday Highest Price,Tuesday Open,Tuesday Time,Tuesday Lowest Price,Tuesday Highest Price,Wednesday Open,Wednesday Time,Wednesday Lowest Price,Wednesday Highest Price,Thursday Open,Thursday Time,Thursday Lowest Price,Thursday Highest Price,Friday Open,Friday Time,Friday Lowest Price,Friday Highest Price,Saturday Open,Saturday Time,Saturday Lowest Price,Saturday Highest Price,Sunday Open,Sunday Time,Sunday Lowest Price,Sunday Highest Price,Membership Available,Membership Price,Membership Benefits,Lottery,Lottery price,Competition,Minimum Age,Total Entries,misc,Reasoner,delpher link
2015019780,s-hertogenbosch,1828,september,national,provinciaal genootschap van kunsten en wetenschappen in noord-brabant,0.25,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,TRUE,unknown,101,drukfout in n°16 in sommige exemplaren; stukken met * zijn te koop; prijzen van te koop zijnde stukken bij secretaris navraagbaar,city derived from repeated mentions of 's hertogenbosch. year explicitly stated as 1828. type=national (dutch masters). days open inferred from 'dagelijks behalve zondag' with times 08:00-11:00. competition=true due to 'wedstrijd'. total entries=101 (last numbered item). misc includes printing error note and sales info for starred items. no membership/lottery/age info found.,https://krantenbankzeeland.nl/issue/mco/1828-01-19/edition/0/page/2?query=%22s%20hertogenbosch%20tentoonstelling%20%22levende%20meesters%22%201822
2015020780,s gravenhage,1830,18/10-03/11,national,locaal korte lombardstraat,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,396,"nb: kunstwerken met * zijn te koop, behalve nr.24-25. gratis toegang dinsdags/vrijdags. toegangsbiljet vereist op andere dagen.",extracted from catalog header with opening dates 18 october 1830. free entry on tuesday/friday 10-17:00. ticket required (25 cents) on monday/wednesday/thursday/saturday 10-16:00. sunday unmentioned. total entries counted through numbered list including nagekomen stukken.,https://www.delpher.nl/nl/kranten/view?query=%27s+gravenhage+tentoonstelling+%22levende+meesters%22+1830&coll=ddd&sortfield=date&identifier=ddd:010520358:mpeg21:a0007&resultsidentifier=ddd:010520358:mpeg21:a0007&rowid=6
2015016600,amsterdam,1830,06/09-25/09,national,"institituut van wetenschappen, letteren en kunsten, koninklijke academie van beeldende kunsten",unknown,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,6,447,"eene dame, mits onder geleide van een heer is vrij",front page states amsterdam 1830. no explicit duration/dates found. artwork list ends at entry 447. no membership/price/opening hour info detected. competition assumed false despite jury mention since no explicit competition terms.,"https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1830&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1830%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1830%22%29&redirect=true&identifier=ddd:010053568:mpeg21:a0006&resultsidentifier=ddd:010053568:mpeg21:a0006&rowid=1, https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1830&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1830%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1830%22%29&redirect=true&identifier=ddd:010520299:mpeg21:a0006&resultsidentifier=ddd:010520299:mpeg21:a0006&rowid=4"
2015021270,amsterdam,1831,unknown,national,nationaal gerechtshof,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,4,FALSE,unknown,1985,tentoonstelling van kunstwerken ten behoeve van het vaderland via verloting. geen openingsuren of prijzen gespecificeerd in catalogus.,catalogus vermeldt tentoonstelling in nationaal gerechtshof amsterdam (1831) met 1985 geïnventariseerde werken. geen datumrange of toegangsprijzen gevonden. 'verloting' genoemd maar lotprijs onbekend. geen ledensystemen of competities vermeld.,https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1831&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1831%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1831%22%29&redirect=true&identifier=ddd:010581837:mpeg21:a0012&resultsidentifier=ddd:010581837:mpeg21:a0012&rowid=1
2015018900,amsterdam,1832,10/09-29/09,national,"institituut van wetenschappen, letteren en kunsten, koninklijke academie van beeldende kunsten",unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,unknown,489,unknown,no explicit operational details found in artwork list. year/city extracted from title page. total entries counted from numbered list (n°1-489). membership/lottery/competition details absent from provided content. all temporal/price columns marked unknown due to lack of opening info in artwork catalog section.,"https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1832&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1832%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1832%22%29&redirect=true&identifier=ddd:010774229:mpeg21:p004&resultsidentifier=ddd:010774229:mpeg21:a0002&rowid=1, https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1832&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1832%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1832%22%29&redirect=true&identifier=ddd:010068729:mpeg21:a0003&resultsidentifier=ddd:010068729:mpeg21:a0003&rowid=6"
2015037430,s gravenhage,1833,23/09-19/10,national,"commissie tot de tentoonstelling van schilderijen, enz.",0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,366,stukken gemerkt met * zijn te koop. informatie bij commissarissen tijdens bepaalde uren (tussen 2-3 uur dagelijks).,"extracted city from 'te 's gravenhage'. year from 1833. free entry on tues/fri (10-15u), paid 25c other days (10-16u). catalogue price explicitly stated. total entries counted through numbered list (1-366). sales marked with * noted in misc.",https://www.delpher.nl/nl/kranten/view?query=%27s+gravenhage+tentoonstelling+%22levende+meesters%22+1833&coll=ddd&sortfield=date&identifier=ddd:010977993:mpeg21:p002&resultsidentifier=ddd:010977993:mpeg21:a0020&rowid=3
2015016550,amsterdam,1834,08/09-27/09,national,"institituut van wetenschappen, letteren en kunsten, koninklijke academie van beeldende kunsten",0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,FALSE,unknown,unknown,FALSE,unknown,FALSE,6,594,"eene dame, mits onder geleide van een heer is vrij","no explicit duration, prices or opening times found in catalog. type determined from 'levende nederlandse meesters'. total entries counted from main list (1-534) + bijvoegsel (535-582). no membership/lottery mentions found.","https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1834&coll=ddd&identifier=ddd:010055586:mpeg21:a0005&resultsidentifier=ddd:010055586:mpeg21:a0005&rowid=1, https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1834&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1834%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1834%22%29&redirect=true&page=2&identifier=ddd:010514592:mpeg21:a0007&resultsidentifier=ddd:010514592:mpeg21:a0007&rowid=1"
2015020970,rotterdam,1834,04/08-20/08,national,arti sacrum,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,modified,10:00-16:00,0,0,TRUE,unknown,"doorlopende toegang, toegang op zondag, feestdagen en 1 dag voor opening",FALSE,unknown,TRUE,unknown,139,nb: kunstwerken met * zijn te koop aangeboden. verkoopinformatie bij commissieleden,"year extracted from ""jaare 1834"". catalogue price from ""prijs is 25 cents"". total entries counted to 135. no operational details found about opening times/prices/memberships. sales note from nb section preserved in misc.","https://www.delpher.nl/nl/kranten/view?query=rotterdam+meesters+tentoonstelling+1834&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1834%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1834%22%29&redirect=true&identifier=ddd:010514576:mpeg21:p003&resultsidentifier=ddd:010514576:mpeg21:a0006&rowid=2, https://www.delpher.nl/nl/kranten/view?query=rotterdam+meesters+tentoonstelling+1834&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1834%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1834%22%29&redirect=true&identifier=ddd:010978124:mpeg21:a0010&resultsidentifier=ddd:010978124:mpeg21:a0010&rowid=8"
2015018990,s gravenhage,1835,05/10-unknown,national,"commissie van beheer over de tentoonstelling van schilderijen, enz.",0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,310,toegang gratis op dinsdags en vrijdags; overige dagen toegangsbillet tegen 25 centen. stukken met * zijn te koop.,"extracted city from 's gravenhage mentions. year from '1835'. institution from commission name. opening days/times parsed from operational schedule: mondays/thursdays/wednesdays/saturdays 10-4 with paid tickets, tuesdays/fridays 10-3 free. total entries counted up to 310 including supplements. no membership/competition/lottery references found. misc notes include free days and sales markers.",nan
2015018920,amsterdam,1836,12/09-01/10,national,"institituut van wetenschappen, letteren en kunsten, koninklijke academie van beeldende kunsten",0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,TRUE,10:00-17:00,0,0.25,FALSE,unknown,unknown,TRUE,5,TRUE,6,586,"eene dame, mits onder geleide van een heer is vrij","geen openingsdata, tijden of prijzen vermeld in catalogus. catalogus bevat alleen lijst van toegelaten kunstwerken met kunstenaars en werkbeschrijvingen. 'nagekomen stukjken' zijn aanvullende inzendingen. geen vermelding van lidmaatschap, loterij of leeftijdsrestricties.. catalogus toont uitsluitend lijst van 586 kunstwerken van levende nederlandse meesters zonder tentoonstellingspraktijken te beschrijven. stad en institutionele context ontbreken. geen datumrange of openingsuren gevonden in de getranscribeerde tekst.","https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+%22levende+meesters%22+1835&coll=ddd&identifier=ddd:010582387:mpeg21:a0002&resultsidentifier=ddd:010582387:mpeg21:a0002&rowid=1, https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1836&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1836%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1836%22%29&redirect=true&identifier=ddd:010520718:mpeg21:a0010&resultsidentifier=ddd:010520718:mpeg21:a0010&rowid=4, https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1836&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1836%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1836%22%29&redirect=true&identifier=ddd:010055919:mpeg21:a0004&resultsidentifier=ddd:010055919:mpeg21:a0004&rowid=7, https://www.delpher.nl/nl/kranten/view?cql%5b%5d=%28date+_gte_+%2201-01-1836%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1836%22%29&query=rotterdam+meesters+tentoonstelling+1836+verloting&coll=ddd&redirect=true&identifier=ddd:010520716:mpeg21:a0007&resultsidentifier=ddd:010520716:mpeg21:a0007&rowid=1"
2015016520,rotterdam,1836,18/07-20/08,national,arti sacrum,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,modified,10:00-16:00,0,0,TRUE,unknown,"doorlopende toegang, toegang op zondag, feestdagen en 1 dag voor opening",TRUE,5,FALSE,unknown,217,kunststukken met * zijn te koop; loterijaandelen verkrijgbaar aan het lokaal en bij geauthoriseerde correspondenten,city from 'te rotterdam'; year from 1836; duration from 18 julij-20 augustus; open days from 'dagelijks (zondagen uitgezonderd)'; times from '10-4 ure'; price from 25 gents; lottery mentioned with price f5; total entries counted from n°1-217 in artwork list,https://www.delpher.nl/nl/kranten/view?query=rotterdam+meesters+tentoonstelling+1836&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1836%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1836%22%29&redirect=true&identifier=ddd:010978276:mpeg21:a0015&resultsidentifier=ddd:010978276:mpeg21:a0015&rowid=7
2015036350,s gravenhage,1837,25/09-23/10,national,commissie van beheer over de tentoonstelling van schilderijen,unknown,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,305,stukken gemerkt met * zijn te koop; toegangbillet vereist op meeste dagen,exhibition held at st. nicolaas gasthuis. opening days/times extracted from text with free entry on fridays (10:00-15:00) and 0.25 entry on other days. total entries derived from last catalog number. institution interpreted as managing committee.,https://www.delpher.nl/nl/kranten/view?query=%27s+gravenhage+tentoonstelling+%22levende+meesters%22+1837&coll=ddd&sortfield=date&identifier=ddd:010055981:mpeg21:a0005&resultsidentifier=ddd:010055981:mpeg21:a0005&rowid=1
2015016480,amsterdam,1838,10/09-06/10,national,"institituut van wetenschappen, letteren en kunsten, koninklijke academie van beeldende kunsten",0.25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,635,unknown,"city inferred from stichtingrkd association. year explicitly stated in 'tentoonstelling van den jare 1838'. no explicit duration, pricing, or opening days found in provided text. total entries counted up to last numbered artwork (634). all other fields default to 'unknown' or 'false' due to lack of explicit data.",https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+levende+meesters+1838&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1838%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1838%22%29&redirect=true&identifier=ddd:010921902:mpeg21:a0016&resultsidentifier=ddd:010921902:mpeg21:a0016&rowid=1
2015020990,rotterdam,1838,16/07-18/08,national,arti sacrum,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,modified,10:00-16:00,0,0,TRUE,unknown,"doorlopende toegang, toegang op zondag, feestdagen en 1 dag voor opening",TRUE,5,FALSE,unknown,295,kunststukken met * worden door vervaardigers ter verkoop aangeboden; loterijaandelen verkrijgbaar bij correspondenten in vooraanamste steden,city from 'te rotterdam'; year from '1838' in title; duration parsed as 16 julij-18 augustus; type inferred as national (nederlandsche meesters); catalogue price from '25 cents'; opening days exclude sundays (zondagen uitgezonderd); times standardized to 10:00-16:00 (10 tot 4 ure); entry price 25 cents for all days; lottery mentioned with price 5 per aandeel; total entries counted up to last numbered artwork (295); misc notes sales markers (*) and lottery distribution.,https://www.delpher.nl/nl/kranten/view?query=rotterdam+meesters+tentoonstelling+1838&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1838%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1838%22%29&redirect=true&page=1&maxperpage=50&identifier=ddd:010806810:mpeg21:a0012&resultsidentifier=ddd:010806810:mpeg21:a0012&rowid=1
2015037540,s gravenhage,1839,23/09-23/10,national,teeken-academie aan den boschkant,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,545,gele entrébiljetten alleen gangbaar voor de persoon wiens naam daarop is uitgedrukt; stukken zonder * zijn te koop.,extracted 's-gravenhage as city from header. year 1839 found in opening date. duration inferred from start date (23 sept) but no end date. type marked international due to antwerp/paris contributors. institution from 'gebouw der teeken-academie'. catalogue price from 'de prijsis 25 cents'. opening days/times from 'alle dagen... uitgenomen des zondags van 10 tot 4 ure'. uniform 0.25 entry fee. total entries counted to 546. misc notes about personal tickets and sales status.,https://www.delpher.nl/nl/kranten/view?query=%27s+gravenhage+tentoonstelling+%22levende+meesters%22+1839&coll=ddd&sortfield=date&identifier=ddd:010071474:mpeg21:a0018&resultsidentifier=ddd:010071474:mpeg21:a0018&rowid=4
2015019810,groningen,1839,01/05-unknown,national,kunstlievend genootschap ter aanmoediging en bevordering van pictura te groningen,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,196,unknown,no explicit dates/duration found in text. institution name reconstructed from 'kunstliefde genootschap...pictura'. no pricing/opening hours mentioned. last catalog entry is #196. no mentions of memberships/lottery/competitions in provided text.,https://www.delpher.nl/nl/kranten/view?query=groningen+tentoonstelling+%22levende+meesters%22+1839&coll=ddd&identifier=ddd:010770815:mpeg21:a0002&resultsidentifier=ddd:010770815:mpeg21:a0002&rowid=2
2015018940,amsterdam,1840,14/09-10/10,national,"institituut van wetenschappen, letteren en kunsten, koninklijke academie van beeldende kunsten",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,696,kunstwerken met teken • zijn te koop. bezoekers kunnen informatie verkrijgen bij de kommissie.,"city extracted from 'te amsterdam'. year from 'jare 1840'. institution from commission name. opening times from 'één der leden dagelijks, des middags van één tot drie ure'. total entries counted through numbered list. sales indicator mentioned with • symbol. no pricing or membership info found in text.",https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+%22levende+meesters%22+1840&coll=ddd&page=1&maxperpage=50&identifier=ddd:010056502:mpeg21:a0007&resultsidentifier=ddd:010056502:mpeg21:a0007&rowid=2
2015020550,amsterdam,1840,15/04-13/05,national,verkoophuis,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,207,"de gedurende de tentoonstelling onverkocht gebleven kunstwerken worden, op eenen naderen aan te kondigen dag, in het openbaar verkocht.","exhibition held at verkoophuis n°31 vijgendam. daily access required catalog purchase (25 cts). duration calculated as 4 weeks from 15 april. international participation from dutch and german cities. total entries counted up to last numbered artwork (264). no mentions of memberships, competitions, or age restrictions.",nan
2015020550,amsterdam,1840,23/07-20/08,national,verkoophuis,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,TRUE,11:00-15:00,0.25,0.25,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,265,"de gedurende de tentoonstelling onverkocht gebleven kunstwerken worden, op eenen naderen aan te kondigen dag, in het openbaar verkocht.","second exhibition at same location starting 23 july 1840. same catalog price and daily opening hours as april event. entries renumbered starting from 1, with final entry 264. no additional institutional or pricing variations detected.",nan
2015022390,rotterdam,1840,juli,national,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,423,"artists listed from multiple dutch cities (rotterdam, 's-hage, amsterdam) and international locations (brussels, paris). no explicit exhibition venue mentioned. catalogue sales mentioned without price.",city inferred as dutch national exhibition due to 'levende meesters' terminology and majority of artists from netherlands. year extracted from 'van den jare 1840'. total entries counted through numbered list (1-423). no operational details about opening times/prices found in ocr text. membership/lottery/competition fields default to false/unknown.,https://www.delpher.nl/nl/kranten/view?cql%5b%5d=%28date+_lte_+%2231-12-1844%22%29&query=rotterdam+leven+meesters+tentoonstelling+1840&coll=ddd&redirect=true&identifier=ddd:010246823:mpeg21:a0021&resultsidentifier=ddd:010246823:mpeg21:a0021&rowid=1
2015038340,s gravenhage,1841,10/05-10/06,national,teeken-academie aan den boschkant,unknown,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-15:00,0,0,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,TRUE,unknown,doorloopende toegang (alleen gangbaar voor geregistreerde naamhouder),TRUE,unknown,FALSE,unknown,500,werken gemerkt met * zijn te koop; commissieleden dagelijks aanwezig van 11-12 en 14-15 uur,"exhibition opened 10 may 1841. tuesday free entry 10-3, other days require 0.25 ticket. season passes (doorloopende toegangkaarten) mentioned but price unspecified. competition inferred from 'prijs van de kunst kronijk' notes. last catalog entry number 500. asterisk-marked items for sale.",https://www.delpher.nl/nl/kranten/view?query=%27s+gravenhage+tentoonstelling+%22levende+meesters%22+1841&coll=ddd&sortfield=date&identifier=ddd:010056631:mpeg21:p003&resultsidentifier=ddd:010056631:mpeg21:a0005&rowid=2
2015016430,amsterdam,1841,07/07-27/07,international,verkoophuis,0.25,TRUE,10:00-17:00,unknown,unknown,TRUE,10:00-17:00,unknown,unknown,TRUE,10:00-17:00,unknown,unknown,TRUE,10:00-17:00,unknown,unknown,TRUE,10:00-17:00,unknown,unknown,TRUE,10:00-17:00,unknown,unknown,TRUE,10:00-17:00,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,186,"stukken met * zijn alleen ter expositie, niet te koop",city extracted from address vijgendam 31. year from header. duration calculated from 7-27 julij. type international due to dutch/belgian/french artists. catalogue price 25 cis converted to 0.25. open daily 10-17:00 as stated. no entry price mentioned. total entries counted up to n°187. misc: * indicates non-sale items.,nan
2015016440,amsterdam,1841,13/03-unknown,international,verkoophuis,0.25,TRUE,10:00-15:00,unknown,unknown,TRUE,10:00-15:00,unknown,unknown,TRUE,10:00-15:00,unknown,unknown,TRUE,10:00-15:00,unknown,unknown,TRUE,10:00-15:00,unknown,unknown,TRUE,10:00-15:00,unknown,unknown,TRUE,10:00-15:00,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,211,stukken met * zijn alleen ter expositie; onverkochte werken worden openbaar geveild na afloop,"city identified from 'vijgendam, amsterdam'; year from '13 maart 1841'; type inferred from dutch/belgian artists; catalogue price extracted; opening times standardized to 10:00-15:00 daily; total entries counted as 211; misc notes translated from catalog conditions.",nan
2015017550,groningen,1841,10/05-unknown,national,pictura,unknown,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,TRUE,unknown,gratis toegang,FALSE,unknown,FALSE,10,234,stokken/parapluien afgeven bij ingang; werken zonder * zijn te koop,extracted city from 'te groningen' mentions. year explicitly stated. type derived from 'nederlandsche meesters'. institution identified as pictura from 'onder den naam pictura'. opening times combined from morning/afternoon sessions. minimum age from direct age restriction. membership inferred from lid des genootschaps reference. total entries counted last catalog number (234). misc rules translated directly.,https://www.delpher.nl/nl/kranten/view?query=groningen+tentoonstelling+%22levende+meesters%22+1841&coll=ddd&identifier=ddd:010774815:mpeg21:a0010&resultsidentifier=ddd:010774815:mpeg21:a0010&rowid=1
2015017840,nijmegen,1841,09/08-21/08,national,stedelijke gebouw tot algemeen nut en genoegen,0.1,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,157,stukken met * zijn te koop; commissieleden aanwezig dagelijks 14:00-15:00.,"city identified from 'te nijmegen'. year from '1841'. duration from '9 augustus 1841...tot en met den 21e'. institution from 'stedelijke gebouw...'. opening times: daily 10:00-16:00 except sunday. entry price 0.25 guilders. total entries counted as 158 based on listed numbers. misc: artworks with * are for sale, committee member present daily 14:00-15:00.",nan
